EPM,Plant,City,State,file_name,page,stream_class,flow_gpm,dropdown_capacity_mgy,implied_mgy_14pct_beer,implied_mgy_15pct_beer,implied_mgy_16pct_beer,pct_diff_vs_capacity_at_15pct,source_line
3671,Poet Biorefinning-Fairbank,Fairbank,IA,15-TV-010R2.pdf,26,unknown,1025.0,132.0,,,,,"EU 42 200 Proof Flash Receiver 1,025 gal/min Thermal Oxidizer"
3671,Poet Biorefinning-Fairbank,Fairbank,IA,15-TV-010R2.pdf,26,unknown,680.0,132.0,,,,,EU 49 Rectifier Column 680 gal/min
3671,Poet Biorefinning-Fairbank,Fairbank,IA,15-TV-010R2.pdf,26,unknown,665.0,132.0,,,,,EU 40 200 Proof Condenser 665 gal/min
3671,Poet Biorefinning-Fairbank,Fairbank,IA,15-TV-010R2.pdf,26,whole_stillage,3100.0,132.0,,,,,"EU 56 Centrifuges Whole Stillage 3,100 gal/min"
3677,Poet Biorefinning-Hanlontown LLC,Hanlontown,IA,21-TV-001R1.pdf,21,unknown,1100.0,80.0,,,,,"Evaporators, 2 1,100 gallons/minute"
3679,Poet Biorefinning-Iowa Falls LLC,Iowa Falls,IA,19-TV-005R1.pdf,11,beer,800.0,112.0,58.8672,63.07199999999999,67.2768,-43.6857142857143,Beer Column #1 800 gpm
3679,Poet Biorefinning-Iowa Falls LLC,Iowa Falls,IA,19-TV-005R1.pdf,11,beer,800.0,112.0,58.8672,63.07199999999999,67.2768,-43.6857142857143,Beer Column #2 800 gpm
3679,Poet Biorefinning-Iowa Falls LLC,Iowa Falls,IA,19-TV-005R1.pdf,23,beer,800.0,112.0,58.8672,63.07199999999999,67.2768,-43.6857142857143,Beer Column #1 800 gpm
3679,Poet Biorefinning-Iowa Falls LLC,Iowa Falls,IA,19-TV-005R1.pdf,23,beer,800.0,112.0,58.8672,63.07199999999999,67.2768,-43.6857142857143,Beer Column #2 800 gpm
3679,Poet Biorefinning-Iowa Falls LLC,Iowa Falls,IA,19-TV-005R1.pdf,11,unknown,1600.0,112.0,,,,,"Centrifuges 1,600 gpm"
3679,Poet Biorefinning-Iowa Falls LLC,Iowa Falls,IA,19-TV-005R1.pdf,23,unknown,1600.0,112.0,,,,,"Centrifuges 1,600 gpm"
3679,Poet Biorefinning-Iowa Falls LLC,Iowa Falls,IA,19-TV-005R1.pdf,11,unknown,1200.0,112.0,,,,,"CIP Screen 1,200 gpm"
3679,Poet Biorefinning-Iowa Falls LLC,Iowa Falls,IA,19-TV-005R1.pdf,23,unknown,1200.0,112.0,,,,,"CIP Screen 1,200 gpm"
3679,Poet Biorefinning-Iowa Falls LLC,Iowa Falls,IA,19-TV-005R1.pdf,11,unknown,750.0,112.0,,,,,Cook Tube #1 750 gpm
3679,Poet Biorefinning-Iowa Falls LLC,Iowa Falls,IA,19-TV-005R1.pdf,11,unknown,750.0,112.0,,,,,Cook Tube #2 750 gpm
3679,Poet Biorefinning-Iowa Falls LLC,Iowa Falls,IA,19-TV-005R1.pdf,11,unknown,750.0,112.0,,,,,Cook Flash Vessel #1 750 gpm
3679,Poet Biorefinning-Iowa Falls LLC,Iowa Falls,IA,19-TV-005R1.pdf,11,unknown,750.0,112.0,,,,,Cook Flash Vessel #2 750 gpm
3679,Poet Biorefinning-Iowa Falls LLC,Iowa Falls,IA,19-TV-005R1.pdf,23,unknown,750.0,112.0,,,,,Cook Tube #1 750 gpm
3679,Poet Biorefinning-Iowa Falls LLC,Iowa Falls,IA,19-TV-005R1.pdf,23,unknown,750.0,112.0,,,,,Cook Tube #2 750 gpm
3679,Poet Biorefinning-Iowa Falls LLC,Iowa Falls,IA,19-TV-005R1.pdf,23,unknown,750.0,112.0,,,,,Cook Flash Vessel #1 750 gpm
3679,Poet Biorefinning-Iowa Falls LLC,Iowa Falls,IA,19-TV-005R1.pdf,23,unknown,750.0,112.0,,,,,Cook Flash Vessel #2 750 gpm
3679,Poet Biorefinning-Iowa Falls LLC,Iowa Falls,IA,19-TV-005R1.pdf,11,unknown,500.0,112.0,,,,,190 Proof Condenser #1 500 gpm
3679,Poet Biorefinning-Iowa Falls LLC,Iowa Falls,IA,19-TV-005R1.pdf,11,unknown,500.0,112.0,,,,,190 Proof Condenser #2 500 gpm
3679,Poet Biorefinning-Iowa Falls LLC,Iowa Falls,IA,19-TV-005R1.pdf,23,unknown,500.0,112.0,,,,,190 Proof Condenser #1 500 gpm
3679,Poet Biorefinning-Iowa Falls LLC,Iowa Falls,IA,19-TV-005R1.pdf,23,unknown,500.0,112.0,,,,,190 Proof Condenser #2 500 gpm
3679,Poet Biorefinning-Iowa Falls LLC,Iowa Falls,IA,19-TV-005R1.pdf,11,unknown,400.0,112.0,,,,,Evaporators 400 gpm
3679,Poet Biorefinning-Iowa Falls LLC,Iowa Falls,IA,19-TV-005R1.pdf,23,unknown,400.0,112.0,,,,,Evaporators 400 gpm
3679,Poet Biorefinning-Iowa Falls LLC,Iowa Falls,IA,19-TV-005R1.pdf,11,unknown,270.0,112.0,,,,,Molecular Sieve Bottles #1 through #3 CE C10: Thermal 270 gpm
3679,Poet Biorefinning-Iowa Falls LLC,Iowa Falls,IA,19-TV-005R1.pdf,11,unknown,270.0,112.0,,,,,Molecular Sieve Bottles #4 through #6 Oxidizer 1 270 gpm
3679,Poet Biorefinning-Iowa Falls LLC,Iowa Falls,IA,19-TV-005R1.pdf,23,unknown,270.0,112.0,,,,,270 gpm
3679,Poet Biorefinning-Iowa Falls LLC,Iowa Falls,IA,19-TV-005R1.pdf,23,unknown,270.0,112.0,,,,,270 gpm
3679,Poet Biorefinning-Iowa Falls LLC,Iowa Falls,IA,19-TV-005R1.pdf,11,unknown,175.0,112.0,,,,,Molecular Sieve Vaporizer #1 175 gpm
3679,Poet Biorefinning-Iowa Falls LLC,Iowa Falls,IA,19-TV-005R1.pdf,11,unknown,175.0,112.0,,,,,Molecular Sieve Vaporizer #2 175 gpm
3679,Poet Biorefinning-Iowa Falls LLC,Iowa Falls,IA,19-TV-005R1.pdf,23,unknown,175.0,112.0,,,,,Molecular Sieve Vaporizer #1 175 gpm
3679,Poet Biorefinning-Iowa Falls LLC,Iowa Falls,IA,19-TV-005R1.pdf,23,unknown,175.0,112.0,,,,,Molecular Sieve Vaporizer #2 175 gpm
3679,Poet Biorefinning-Iowa Falls LLC,Iowa Falls,IA,19-TV-005R1.pdf,11,unknown,160.0,112.0,,,,,Rectifier Column #1 160 gpm
3679,Poet Biorefinning-Iowa Falls LLC,Iowa Falls,IA,19-TV-005R1.pdf,11,unknown,160.0,112.0,,,,,Rectifier Column #2 160 gpm
